dataset_id,table,level,taxon,n_images,n_observations
mushroom_observer,fungi_all_images,species,Tricholoma ammophilum,62.0,20.0
mushroom_observer,fungi_all_images,species,Phaeolus occidentiamericanus,62.0,19.0
mushroom_observer,fungi_all_images,species,Geastrum schmidelii,62.0,18.0
mushroom_observer,fungi_all_images,species,Tricholoma stanford-gray,62.0,18.0
mushroom_observer,fungi_all_images,species,Cortinarius subpulchrifolius,62.0,17.0
mushroom_observer,fungi_all_images,species,Pholiota multifolia,62.0,17.0
mushroom_observer,fungi_all_images,species,Hemileccinum floridanum,62.0,16.0
mushroom_observer,fungi_all_images,species,Boletus appendiculatus,62.0,15.0
mushroom_observer,fungi_all_images,species,Tulostoma brumale,62.0,15.0
mushroom_observer,fungi_all_images,species,Suillellus queletii,62.0,14.0
mushroom_observer,fungi_all_images,species,Chlorophyllum agaricoides,62.0,13.0
mushroom_observer,fungi_all_images,species,Peziza sp. 'varia-IN01',62.0,13.0
mushroom_observer,fungi_all_images,species,Leccinum albostipitatum,62.0,12.0
mushroom_observer,fungi_all_images,species,Skeletocutis amorpha,62.0,12.0
mushroom_observer,fungi_all_images,species,Gloeophyllum striatum,62.0,11.0
mushroom_observer,fungi_all_images,species,Amanita castellae,62.0,10.0
mushroom_observer,fungi_all_images,species,Amanita kryorhodon,62.0,10.0
mushroom_observer,fungi_all_images,species,Cyanoboletus bessettei,62.0,10.0
mushroom_observer,fungi_all_images,species,Entoloma mougeotii,62.0,10.0
mushroom_observer,fungi_all_images,species,Mycena aetites,62.0,10.0
mushroom_observer,fungi_all_images,species,Oxyporus corticola,62.0,10.0
mushroom_observer,fungi_all_images,species,Cortinarius fasciatus,62.0,9.0
mushroom_observer,fungi_all_images,species,Septoria viriditingens,62.0,9.0
mushroom_observer,fungi_all_images,species,Xerocomellus salicicola,62.0,5.0
mushroom_observer,fungi_all_images,species,Inocybe praecox,62.0,4.0
mushroom_observer,fungi_all_images,species,Geastrum schweinitzii,61.0,28.0
mushroom_observer,fungi_all_images,species,Hypocrea sulphurea,61.0,27.0
mushroom_observer,fungi_all_images,species,Ramularia rubella,61.0,27.0
mushroom_observer,fungi_all_images,species,Clitocybula lacerata,61.0,24.0
mushroom_observer,fungi_all_images,species,Chromelosporium coerulescens,61.0,23.0
mushroom_observer,fungi_all_images,species,Macrolepiota prominens,61.0,22.0
mushroom_observer,fungi_all_images,species,Neoalbatrellus subcaeruleoporus,61.0,22.0
mushroom_observer,fungi_all_images,species,Tricholoma venenatum,61.0,22.0
mushroom_observer,fungi_all_images,species,Lycoperdon utriforme,61.0,21.0
mushroom_observer,fungi_all_images,species,Calvatia fumosa,61.0,20.0
mushroom_observer,fungi_all_images,species,Aleurodiscus amorphus,61.0,19.0
mushroom_observer,fungi_all_images,species,Inocybe fastigiata,61.0,19.0
mushroom_observer,fungi_all_images,species,Agaricus didymus,61.0,18.0
mushroom_observer,fungi_all_images,species,Lecanora argopholis,61.0,18.0
mushroom_observer,fungi_all_images,species,Lepiota decorata,61.0,18.0
mushroom_observer,fungi_all_images,species,Sebacina sp. 'schweinitzii-IN01',61.0,18.0
mushroom_observer,fungi_all_images,species,Agaricus andrewii,61.0,17.0
mushroom_observer,fungi_all_images,species,Aspropaxillus septentrionalis,61.0,17.0
mushroom_observer,fungi_all_images,species,Leccinum crocipodium,61.0,17.0
mushroom_observer,fungi_all_images,species,Lichenomphalia ericetorum,61.0,17.0
mushroom_observer,fungi_all_images,species,Crepidotus cesatii,61.0,16.0
mushroom_observer,fungi_all_images,species,Cortinarius hinnuleus,61.0,15.0
mushroom_observer,fungi_all_images,species,Hydnangium carneum,61.0,15.0
mushroom_observer,fungi_all_images,species,Hymenagaricus fuscobrunneus,61.0,15.0
mushroom_observer,fungi_all_images,species,Scutellinia erinaceus,61.0,15.0
mushroom_observer,fungi_all_images,species,Arachnopeziza aurata,61.0,14.0
mushroom_observer,fungi_all_images,species,Cortinarius decipiens,61.0,14.0
mushroom_observer,fungi_all_images,species,Diploschistes muscorum,61.0,14.0
mushroom_observer,fungi_all_images,species,Rinodina oleae,61.0,14.0
mushroom_observer,fungi_all_images,species,Termitomyces clypeatus,61.0,14.0
mushroom_observer,fungi_all_images,species,Conocybe sp. 'apala-IN01',61.0,13.0
mushroom_observer,fungi_all_images,species,Mycena sp. 'IN4',61.0,13.0
mushroom_observer,fungi_all_images,species,Amanita virginiana,61.0,12.0
mushroom_observer,fungi_all_images,species,Hydnellum piperatum,61.0,12.0
mushroom_observer,fungi_all_images,species,Lulesia mundula,61.0,12.0
mushroom_observer,fungi_all_images,species,Termitomyces reticulatus,61.0,12.0
mushroom_observer,fungi_all_images,species,Hygrophorus lucorum,61.0,11.0
mushroom_observer,fungi_all_images,species,Aspicilia cuprea,61.0,10.0
mushroom_observer,fungi_all_images,species,Gymnopilus imperialis,61.0,10.0
mushroom_observer,fungi_all_images,species,Amanita austrostraminea,61.0,9.0
mushroom_observer,fungi_all_images,species,Hebeloma bulbiferum,61.0,9.0
mushroom_observer,fungi_all_images,species,Psilocybe aucklandiae,61.0,8.0
mushroom_observer,fungi_all_images,species,Sarcogyne arenosa,61.0,7.0
mushroom_observer,fungi_all_images,species,Morchella laurentiana,61.0,5.0
mushroom_observer,fungi_all_images,species,Panaeolus cambodginiensis,61.0,5.0
mushroom_observer,fungi_all_images,species,Sparassis crispa,60.0,30.0
mushroom_observer,fungi_all_images,species,Pleurotopsis longinqua,60.0,26.0
mushroom_observer,fungi_all_images,species,Cortinarius sanguineus,60.0,25.0
mushroom_observer,fungi_all_images,species,Gymnopus fuscopurpureus,60.0,25.0
mushroom_observer,fungi_all_images,species,Candelaria pacifica,60.0,24.0
mushroom_observer,fungi_all_images,species,Ramaria coulterae,60.0,24.0
mushroom_observer,fungi_all_images,species,Microporus xanthopus,60.0,23.0
mushroom_observer,fungi_all_images,species,Lecanora caesiorubella,60.0,22.0
mushroom_observer,fungi_all_images,species,Amanita sp. '34',60.0,21.0
mushroom_observer,fungi_all_images,species,Gliophorus fenestratus,60.0,21.0
mushroom_observer,fungi_all_images,species,Hygrophorus gliocyclus,60.0,21.0
mushroom_observer,fungi_all_images,species,Whalleya microplaca,60.0,21.0
mushroom_observer,fungi_all_images,species,Calcarisporium arbuscula,60.0,20.0
mushroom_observer,fungi_all_images,species,Uromyces ari-triphylli,60.0,19.0
mushroom_observer,fungi_all_images,species,Yuchengia narymica,60.0,19.0
mushroom_observer,fungi_all_images,species,Meripilus crocatus,60.0,18.0
mushroom_observer,fungi_all_images,species,Scleroderma arenicola,60.0,18.0
mushroom_observer,fungi_all_images,species,Leptogium lichenoides,60.0,17.0
mushroom_observer,fungi_all_images,species,Xerocomellus pruinatus,60.0,17.0
mushroom_observer,fungi_all_images,species,Xylobolus illudens,60.0,17.0
mushroom_observer,fungi_all_images,species,Mucronella fusiformis,60.0,16.0
mushroom_observer,fungi_all_images,species,Cortinarius archeri,60.0,15.0
mushroom_observer,fungi_all_images,species,Gymnoconia nitens,60.0,15.0
mushroom_observer,fungi_all_images,species,Hebeloma incarnatulum,60.0,15.0
mushroom_observer,fungi_all_images,species,Trametella gallica,60.0,15.0
mushroom_observer,fungi_all_images,species,Gloiodon strigosus,60.0,14.0
mushroom_observer,fungi_all_images,species,Russula katarinae,60.0,14.0
mushroom_observer,fungi_all_images,species,Cyathus sp. 'IN01',60.0,13.0
mushroom_observer,fungi_all_images,species,Pholiota prolixa,60.0,13.0
mushroom_observer,fungi_all_images,species,Fomitopsis malicola,60.0,12.0
mushroom_observer,fungi_all_images,species,Leucogyrophana mollusca,60.0,11.0
mushroom_observer,fungi_all_images,species,Pulvinula archeri,60.0,11.0
mushroom_observer,fungi_all_images,species,Amanita sp. '54',60.0,10.0
mushroom_observer,fungi_all_images,species,Inocybe nothomixtilis,60.0,10.0
mushroom_observer,fungi_all_images,species,Lepiota boudieri,60.0,10.0
mushroom_observer,fungi_all_images,species,Amanita hygroscopica,60.0,7.0
mushroom_observer,fungi_all_images,species,Samsoniella hepiali,60.0,7.0
mushroom_observer,fungi_all_images,species,Deconica sp. 'IN02',60.0,6.0
mushroom_observer,fungi_all_images,species,Lasiosphaeria hirsuta,60.0,5.0
mushroom_observer,fungi_all_images,species,Gastropila fumosa,59.0,23.0
mushroom_observer,fungi_all_images,species,Morchella ulmaria,59.0,23.0
mushroom_observer,fungi_all_images,species,Russula murrillii,59.0,23.0
mushroom_observer,fungi_all_images,species,Tricholoma arvernense,59.0,21.0
mushroom_observer,fungi_all_images,species,Cladonia parasitica,59.0,20.0
mushroom_observer,fungi_all_images,species,Melogramma gyrosum,59.0,20.0
mushroom_observer,fungi_all_images,species,Lactarius necator,59.0,18.0
mushroom_observer,fungi_all_images,species,Mycena odorifera,59.0,17.0
mushroom_observer,fungi_all_images,species,Cortinarius casimirii,59.0,16.0
mushroom_observer,fungi_all_images,species,Inonotus rickii,59.0,16.0
mushroom_observer,fungi_all_images,species,Leucoagaricus amanitoides,59.0,16.0
mushroom_observer,fungi_all_images,species,Xerocomus ferrugineus,59.0,16.0
mushroom_observer,fungi_all_images,species,Clitocybe sp. 'IN2',59.0,15.0
mushroom_observer,fungi_all_images,species,Craterellus caeruleofuscus,59.0,15.0
mushroom_observer,fungi_all_images,species,Crepidotus albissimus,59.0,15.0
mushroom_observer,fungi_all_images,species,Inocybe chondroderma,59.0,15.0
mushroom_observer,fungi_all_images,species,Mycena cinerella,59.0,15.0
mushroom_observer,fungi_all_images,species,Steccherinum subrawakense,59.0,15.0
mushroom_observer,fungi_all_images,species,Trametes strumosa,59.0,15.0
mushroom_observer,fungi_all_images,species,Ramariopsis sp. 'IN02',59.0,14.0
mushroom_observer,fungi_all_images,species,Resupinatus trichotis,59.0,14.0
mushroom_observer,fungi_all_images,species,Tricholoma stiparophyllum,59.0,14.0
mushroom_observer,fungi_all_images,species,Clitocybe sp. 'IN5',59.0,13.0
mushroom_observer,fungi_all_images,species,Rinodina atrocinerea,59.0,13.0
mushroom_observer,fungi_all_images,species,Psathyrella longicauda,59.0,12.0
mushroom_observer,fungi_all_images,species,Amanita umbilicata,59.0,11.0
mushroom_observer,fungi_all_images,species,Boletus orovillus,59.0,11.0
mushroom_observer,fungi_all_images,species,Cortinarius neosanguineus,59.0,11.0
mushroom_observer,fungi_all_images,species,Berkleasmium conglobatum,59.0,9.0
mushroom_observer,fungi_all_images,species,Amanita longicuneus,59.0,5.0
mushroom_observer,fungi_all_images,species,Natantiella ligneola,59.0,5.0
mushroom_observer,fungi_all_images,species,Letharia columbiana,58.0,29.0
mushroom_observer,fungi_all_images,species,Mycosphaerella colorata,58.0,27.0
mushroom_observer,fungi_all_images,species,Plectania nannfeldtii,58.0,27.0
mushroom_observer,fungi_all_images,species,Hygrocybe hypohaemacta,58.0,24.0
mushroom_observer,fungi_all_images,species,Mutinus caninus,58.0,24.0
mushroom_observer,fungi_all_images,species,Marasmius cladophyllus,58.0,22.0
mushroom_observer,fungi_all_images,species,Xylaria telfairii,58.0,21.0
mushroom_observer,fungi_all_images,species,Cortinarius subalpinus,58.0,20.0
mushroom_observer,fungi_all_images,species,Fuscopannaria leucosticta,58.0,20.0
mushroom_observer,fungi_all_images,species,Tricholoma yatesii,58.0,20.0
mushroom_observer,fungi_all_images,species,Boletellus russellii,58.0,19.0
mushroom_observer,fungi_all_images,species,Resinicium bicolor,58.0,19.0
mushroom_observer,fungi_all_images,species,Tubercularia lateritia,58.0,19.0
mushroom_observer,fungi_all_images,species,Leptochidium albociliatum,58.0,18.0
mushroom_observer,fungi_all_images,species,Polyporus guianensis,58.0,18.0
mushroom_observer,fungi_all_images,species,Clitocybula azurea,58.0,17.0
mushroom_observer,fungi_all_images,species,Russula peckii,58.0,17.0
mushroom_observer,fungi_all_images,species,Xeromphalina sp. 'enigmatica-IN01',58.0,17.0
mushroom_observer,fungi_all_images,species,Agaricus incultorum,58.0,16.0
mushroom_observer,fungi_all_images,species,Cookeina colensoi,58.0,16.0
mushroom_observer,fungi_all_images,species,Coprinopsis sp. 'lagopus-IN02',58.0,16.0
mushroom_observer,fungi_all_images,species,Dermatocarpon miniatum,58.0,16.0
mushroom_observer,fungi_all_images,species,Entoloma parasiticum,58.0,16.0
mushroom_observer,fungi_all_images,species,Lacrymaria velutina,58.0,16.0
mushroom_observer,fungi_all_images,species,Pseudomerulius aureus,58.0,16.0
mushroom_observer,fungi_all_images,species,Sphaerophorus venerabilis,58.0,16.0
mushroom_observer,fungi_all_images,species,Cortinarius ominosus,58.0,15.0
mushroom_observer,fungi_all_images,species,Lactarius sp. 'argillaceifolius-IN02',58.0,15.0
mushroom_observer,fungi_all_images,species,Taphrina deformans,58.0,14.0
mushroom_observer,fungi_all_images,species,Gyromitra splendida,58.0,13.0
mushroom_observer,fungi_all_images,species,Phellinus pomaceus,58.0,13.0
mushroom_observer,fungi_all_images,species,Pluteus cyanopus,58.0,13.0
mushroom_observer,fungi_all_images,species,Ramaria sp. 'stricta-IN01',58.0,13.0
mushroom_observer,fungi_all_images,species,Caloboletus radicans,58.0,12.0
mushroom_observer,fungi_all_images,species,Hymenoscyphus sp. 'IN02',58.0,11.0
mushroom_observer,fungi_all_images,species,Onygena corvina,58.0,11.0
mushroom_observer,fungi_all_images,species,Tylopilus pseudovariobrunneus,58.0,11.0
mushroom_observer,fungi_all_images,species,Xylodon spathulatus,58.0,11.0
mushroom_observer,fungi_all_images,species,Xylaria arbuscula,58.0,10.0
mushroom_observer,fungi_all_images,species,Ascobolus stercorarius,58.0,9.0
mushroom_observer,fungi_all_images,species,Trametes hostmannii,58.0,9.0
mushroom_observer,fungi_all_images,species,Flammula sp. 'alnicola-IN01',58.0,8.0
mushroom_observer,fungi_all_images,species,Gyromitra venenata,58.0,8.0
mushroom_observer,fungi_all_images,species,Ascopolyporus polychrous,58.0,7.0
mushroom_observer,fungi_all_images,species,Cortinarius subtortus,58.0,7.0
mushroom_observer,fungi_all_images,species,Peziza sp. 'varia-PNW01',58.0,3.0
mushroom_observer,fungi_all_images,species,Lachnum sp. 'CA13',58.0,2.0
mushroom_observer,fungi_all_images,species,Cronartium harknessii,57.0,40.0
mushroom_observer,fungi_all_images,species,Clavaria vermicularis,57.0,37.0
mushroom_observer,fungi_all_images,species,Otidea leporina,57.0,32.0
mushroom_observer,fungi_all_images,species,Cryptothecia striata,57.0,27.0
mushroom_observer,fungi_all_images,species,Cortinarius rotundisporus,57.0,25.0
mushroom_observer,fungi_all_images,species,Clitocella mundula,57.0,24.0
mushroom_observer,fungi_all_images,species,Cladonia petrophila,57.0,23.0
mushroom_observer,fungi_all_images,species,Collema subflaccidum,57.0,22.0
mushroom_observer,fungi_all_images,species,Squamarina cartilaginea,57.0,22.0
mushroom_observer,fungi_all_images,species,Cryphonectria parasitica,57.0,21.0
mushroom_observer,fungi_all_images,species,Russula hixsonii,57.0,21.0
mushroom_observer,fungi_all_images,species,Russula subgraminicolor,57.0,21.0
mushroom_observer,fungi_all_images,species,Entoloma subsinuatum,57.0,20.0
mushroom_observer,fungi_all_images,species,Brigantiaea leucoxantha,57.0,19.0
mushroom_observer,fungi_all_images,species,Phaeophyscia hirsuta,57.0,19.0
mushroom_observer,fungi_all_images,species,Macrolepiota clelandii,57.0,18.0
mushroom_observer,fungi_all_images,species,Aureonarius limonius,57.0,17.0
mushroom_observer,fungi_all_images,species,Ochrolechia arborea,57.0,17.0
mushroom_observer,fungi_all_images,species,Otidea smithii,57.0,17.0
mushroom_observer,fungi_all_images,species,Peltigera leucophlebia,57.0,17.0
mushroom_observer,fungi_all_images,species,Arthuriomyces peckianus,57.0,16.0
mushroom_observer,fungi_all_images,species,Clitocybe sp. 'IN4',57.0,16.0
mushroom_observer,fungi_all_images,species,Peltigera elisabethae,57.0,16.0
mushroom_observer,fungi_all_images,species,Tricholoma imbricatoides,57.0,16.0
mushroom_observer,fungi_all_images,species,Leratiomyces squamosus,57.0,15.0
mushroom_observer,fungi_all_images,species,Mucronella bresadolae,57.0,15.0
mushroom_observer,fungi_all_images,species,Diploschistes diacapsis,57.0,14.0
mushroom_observer,fungi_all_images,species,Geastrum hieronymi,57.0,14.0
mushroom_observer,fungi_all_images,species,Gerronema subclavatum,57.0,14.0
mushroom_observer,fungi_all_images,species,Lepraria normandinoides,57.0,14.0
mushroom_observer,fungi_all_images,species,Agaricus sp. 'ASM-13217',57.0,13.0
mushroom_observer,fungi_all_images,species,Gymnopus sp. 'earleae-OH01',57.0,13.0
mushroom_observer,fungi_all_images,species,Marasmius grandisetulosus,57.0,13.0
mushroom_observer,fungi_all_images,species,Hydnum zongolicense,57.0,12.0
mushroom_observer,fungi_all_images,species,Leccinum sp. 'VA01',57.0,12.0
mushroom_observer,fungi_all_images,species,Paragymnopus foliiphilus,57.0,12.0
mushroom_observer,fungi_all_images,species,Pyronema omphalodes,57.0,12.0
mushroom_observer,fungi_all_images,species,Lecidella asema,57.0,11.0
mushroom_observer,fungi_all_images,species,Lepista saeva,57.0,11.0
mushroom_observer,fungi_all_images,species,Helvella fibrosa,57.0,10.0
mushroom_observer,fungi_all_images,species,Psilocybe gallaeciae,57.0,10.0
mushroom_observer,fungi_all_images,species,Bulgariella pulla,57.0,9.0
mushroom_observer,fungi_all_images,species,Panaeolus alcis,57.0,9.0
mushroom_observer,fungi_all_images,species,Lacrymaria hypertropicalis,57.0,8.0
mushroom_observer,fungi_all_images,species,Ramaria sp. 'MI04',57.0,8.0
mushroom_observer,fungi_all_images,species,Psathyrella orbitarum,57.0,7.0
mushroom_observer,fungi_all_images,species,Bolbitius lacteus,57.0,6.0
mushroom_observer,fungi_all_images,species,Entoloma sp. 'PA02',57.0,6.0
mushroom_observer,fungi_all_images,species,Phlebia centrifuga,57.0,6.0
mushroom_observer,fungi_all_images,species,Pluteus elaphinus,57.0,4.0
mushroom_observer,fungi_all_images,species,Clitocybe squamulosa,56.0,32.0
mushroom_observer,fungi_all_images,species,Ramaria acrisiccescens,56.0,30.0
mushroom_observer,fungi_all_images,species,Lactarius glyciosmus,56.0,26.0
mushroom_observer,fungi_all_images,species,Cortinarius laniger,56.0,25.0
mushroom_observer,fungi_all_images,species,Leptogium schraderi,56.0,25.0
mushroom_observer,fungi_all_images,species,Akanthomyces aculeatus,56.0,24.0
mushroom_observer,fungi_all_images,species,Amanita xanthocephala,56.0,22.0
mushroom_observer,fungi_all_images,species,Laetiporus huroniensis,56.0,22.0
mushroom_observer,fungi_all_images,species,Stropharia melanosperma,56.0,21.0
mushroom_observer,fungi_all_images,species,Biscogniauxia nummularia,56.0,19.0
mushroom_observer,fungi_all_images,species,Boletus campestris,56.0,19.0
mushroom_observer,fungi_all_images,species,Hygrocybe marchii,56.0,18.0
mushroom_observer,fungi_all_images,species,Lactarius colorascens,56.0,18.0
mushroom_observer,fungi_all_images,species,Pruinomycena acicula,56.0,18.0
mushroom_observer,fungi_all_images,species,Leptogium phyllocarpum,56.0,17.0
mushroom_observer,fungi_all_images,species,Mycena sp. 'haematopus-IN01',56.0,17.0
mushroom_observer,fungi_all_images,species,Marasmius sp. 'pulcherripes-IN01',56.0,16.0
mushroom_observer,fungi_all_images,species,Pertusaria aspergilla,56.0,16.0
mushroom_observer,fungi_all_images,species,Frostiella russellii,56.0,15.0
mushroom_observer,fungi_all_images,species,Lepista glaucocana,56.0,15.0
mushroom_observer,fungi_all_images,species,Melanoleuca exscissa,56.0,15.0
mushroom_observer,fungi_all_images,species,Clitocybe glaucocana,56.0,14.0
mushroom_observer,fungi_all_images,species,Coprinopsis friesii,56.0,14.0
mushroom_observer,fungi_all_images,species,Inocybe sp. 'IN23',56.0,14.0
mushroom_observer,fungi_all_images,species,Lepista sp. 'subconnexa-IN01',56.0,14.0
mushroom_observer,fungi_all_images,species,Tyromyces fumidiceps,56.0,14.0
mushroom_observer,fungi_all_images,species,Helvella stevensii,56.0,13.0
mushroom_observer,fungi_all_images,species,Inocybe nemorosa,56.0,13.0
mushroom_observer,fungi_all_images,species,Trametes cubensis,56.0,13.0
mushroom_observer,fungi_all_images,species,Agaricus sp. 'tawny-gold',56.0,12.0
mushroom_observer,fungi_all_images,species,Amanita strobiliformis,56.0,12.0
mushroom_observer,fungi_all_images,species,Sclerencoelia fascicularis,56.0,12.0
mushroom_observer,fungi_all_images,species,Amanita williamsiae,56.0,11.0
mushroom_observer,fungi_all_images,species,Caloplaca peliophylla,56.0,11.0
mushroom_observer,fungi_all_images,species,Helvella sp. 'lactea-IN01',56.0,10.0
mushroom_observer,fungi_all_images,species,Plectania rhytidia,56.0,10.0
mushroom_observer,fungi_all_images,species,Akanthomyces aranearum,56.0,9.0
mushroom_observer,fungi_all_images,species,Hysterographium flexuosum,56.0,9.0
mushroom_observer,fungi_all_images,species,Pluteus hibbettii,56.0,9.0
mushroom_observer,fungi_all_images,species,Peroneutypa scoparia,56.0,8.0
mushroom_observer,fungi_all_images,species,Volvariella taylorii,56.0,8.0
mushroom_observer,fungi_all_images,species,Exobasidium ferrugineae,56.0,7.0
mushroom_observer,fungi_all_images,species,Lasiosphaeris hirsuta,56.0,7.0
mushroom_observer,fungi_all_images,species,Pachyella babingtonii,56.0,7.0
mushroom_observer,fungi_all_images,species,Scutellinia olivascens,56.0,7.0
mushroom_observer,fungi_all_images,species,Amanita thria,56.0,5.0
mushroom_observer,fungi_all_images,species,Hebeloma luteicystidiatum,56.0,4.0
mushroom_observer,fungi_all_images,species,Thelephora sp. 'palmata-PNW01',56.0,1.0
mushroom_observer,fungi_all_images,species,Microglossum viride,55.0,30.0
mushroom_observer,fungi_all_images,species,Gomphus kauffmanii,55.0,27.0
mushroom_observer,fungi_all_images,species,Vulpicida pinastri,55.0,26.0
mushroom_observer,fungi_all_images,species,Phaeocollybia kauffmanii,55.0,25.0
mushroom_observer,fungi_all_images,species,Russula sp. 'flavoxerampelina',55.0,23.0
mushroom_observer,fungi_all_images,species,Pholiota nubigena,55.0,22.0
mushroom_observer,fungi_all_images,species,Scleroderma texense,55.0,22.0
mushroom_observer,fungi_all_images,species,Ramaria pallida,55.0,21.0
mushroom_observer,fungi_all_images,species,Russula aurora,55.0,21.0
mushroom_observer,fungi_all_images,species,Cladobotryum obconicum,55.0,19.0
mushroom_observer,fungi_all_images,species,Nectriopsis violacea,55.0,19.0
mushroom_observer,fungi_all_images,species,Russula grisea,55.0,19.0
mushroom_observer,fungi_all_images,species,Russula subsulphurea,55.0,19.0
mushroom_observer,fungi_all_images,species,Crinipellis piceae,55.0,18.0
mushroom_observer,fungi_all_images,species,Physcia atrostriata,55.0,18.0
mushroom_observer,fungi_all_images,species,Cortinarius cupreorufus,55.0,17.0
mushroom_observer,fungi_all_images,species,Laccaria ohiensis,55.0,17.0
mushroom_observer,fungi_all_images,species,Tulosesus impatiens,55.0,17.0
mushroom_observer,fungi_all_images,species,Capitotricha bicolor,55.0,16.0
mushroom_observer,fungi_all_images,species,Hymenopellis sinapicolor,55.0,16.0
mushroom_observer,fungi_all_images,species,Lactocollybia aurantiaca,55.0,16.0
mushroom_observer,fungi_all_images,species,Agaricus kerriganii,55.0,15.0
mushroom_observer,fungi_all_images,species,Nidularia deformis,55.0,14.0
mushroom_observer,fungi_all_images,species,Phellinus everhartii,55.0,14.0
mushroom_observer,fungi_all_images,species,Polyporus mcmurphyi,55.0,14.0
mushroom_observer,fungi_all_images,species,Caloplaca pyracea,55.0,13.0
mushroom_observer,fungi_all_images,species,Tricholoma stans,55.0,13.0
mushroom_observer,fungi_all_images,species,Hymenoscyphus calyculus,55.0,12.0
mushroom_observer,fungi_all_images,species,Mycena luxfoliicola,55.0,11.0
mushroom_observer,fungi_all_images,species,Boletus antiquorus,55.0,10.0
mushroom_observer,fungi_all_images,species,Psathyrella vesiculosa,55.0,10.0
mushroom_observer,fungi_all_images,species,Psilocybe liniformans,55.0,10.0
mushroom_observer,fungi_all_images,species,Lepista subisabellina,55.0,9.0
mushroom_observer,fungi_all_images,species,Mycena sp. 'silvae-nigrae-IN02',55.0,9.0
mushroom_observer,fungi_all_images,species,Cercopemyces crocodilinus,55.0,8.0
mushroom_observer,fungi_all_images,species,Galerina uncialis,55.0,7.0
mushroom_observer,fungi_all_images,species,Amanita simulans,55.0,4.0
mushroom_observer,fungi_all_images,species,Phaeotremella dejopia,54.0,26.0
mushroom_observer,fungi_all_images,species,Morchella esculentoides,54.0,22.0
mushroom_observer,fungi_all_images,species,Rhodocollybia badiialba,54.0,21.0
mushroom_observer,fungi_all_images,species,Spathularia rufa,54.0,21.0
mushroom_observer,fungi_all_images,species,Hygrophorus pustulatoides,54.0,20.0
mushroom_observer,fungi_all_images,species,Inocybe brunnescens,54.0,19.0
mushroom_observer,fungi_all_images,species,Lactarius sanguifluus,54.0,19.0
mushroom_observer,fungi_all_images,species,Fomitopsis rosea,54.0,18.0
mushroom_observer,fungi_all_images,species,Humidicutis pura,54.0,18.0
mushroom_observer,fungi_all_images,species,Lactarius affinis,54.0,18.0
mushroom_observer,fungi_all_images,species,Leccinellum lepidum,54.0,18.0
mushroom_observer,fungi_all_images,species,Parmelia squarrosa,54.0,18.0
mushroom_observer,fungi_all_images,species,Russula puellaris,54.0,18.0
mushroom_observer,fungi_all_images,species,Russula sanguinaria,54.0,17.0
mushroom_observer,fungi_all_images,species,Gloeophyllum abietinum,54.0,16.0
mushroom_observer,fungi_all_images,species,Gomphidius roseus,54.0,16.0
mushroom_observer,fungi_all_images,species,Inocybe citrifolia,54.0,16.0
mushroom_observer,fungi_all_images,species,Lecidella carpathica,54.0,16.0
mushroom_observer,fungi_all_images,species,Acarospora fuscata,54.0,15.0
mushroom_observer,fungi_all_images,species,Lactarius occidentalis,54.0,15.0
mushroom_observer,fungi_all_images,species,Peltigera evansiana,54.0,15.0
mushroom_observer,fungi_all_images,species,Agaricus evertens,54.0,14.0
mushroom_observer,fungi_all_images,species,Callistosporiaceae sp. 'IN01',54.0,14.0
mushroom_observer,fungi_all_images,species,Entoloma sericatum,54.0,14.0
mushroom_observer,fungi_all_images,species,Imshaugia aleurites,54.0,14.0
mushroom_observer,fungi_all_images,species,Coprinellus sp. 'radians-IN01',54.0,13.0
mushroom_observer,fungi_all_images,species,Dasyscyphella nivea,54.0,13.0
mushroom_observer,fungi_all_images,species,Ophiocordyceps kimflemingiae,54.0,13.0
mushroom_observer,fungi_all_images,species,Sarcodon piperatus,54.0,13.0
mushroom_observer,fungi_all_images,species,Filoboletus gracilis,54.0,12.0
mushroom_observer,fungi_all_images,species,Neosarcodon atroviridis,54.0,12.0
mushroom_observer,fungi_all_images,species,Pleurotus cornucopiae,54.0,12.0
mushroom_observer,fungi_all_images,species,Amanita magna,54.0,11.0
mushroom_observer,fungi_all_images,species,Cyanosporus caesius,54.0,11.0
mushroom_observer,fungi_all_images,species,Entoloma pigmentosipes,54.0,11.0
mushroom_observer,fungi_all_images,species,Lachnellula calyciformis,54.0,11.0
mushroom_observer,fungi_all_images,species,Scytinostroma portentosum,54.0,11.0
mushroom_observer,fungi_all_images,species,Tulostoma fimbriatum,54.0,11.0
mushroom_observer,fungi_all_images,species,Galerina dimorphocystis,54.0,10.0
mushroom_observer,fungi_all_images,species,Hygrocybe olivaceonigra,54.0,10.0
mushroom_observer,fungi_all_images,species,Laternea dringii,54.0,10.0
mushroom_observer,fungi_all_images,species,Leccinum sp. 'IN02',54.0,10.0
mushroom_observer,fungi_all_images,species,Lopharia cinerascens,54.0,10.0
mushroom_observer,fungi_all_images,species,Xeromphalina campanelloides,54.0,9.0
mushroom_observer,fungi_all_images,species,Gymnopilus cyanopalmicola,54.0,8.0
mushroom_observer,fungi_all_images,species,Inocybe leptophylla,54.0,8.0
mushroom_observer,fungi_all_images,species,Tuber magnatum,54.0,8.0
mushroom_observer,fungi_all_images,species,Hypomontagnella submonticulosa,54.0,7.0
